epoch;acc;loss;val_acc;val_loss
40;0.4938725496039671;0.7028727309376586;0.5245098033372093;0.7002407990249933
41;0.48161764705882354;0.7041308926601036;0.5245098033372093;0.6957537146175609
42;0.5061274498116737;0.6983186625966838;0.5245098033372093;0.6919465345494887
43;0.508578431372549;0.6962906507884755;0.5245098033372093;0.691927597803228
44;0.4999999994156407;0.6999055182232576;0.5245098033372093;0.6920026295325336
45;0.49264705882352944;0.7020711115762299;0.5245098033372093;0.6921055445484087
46;0.4877450980392157;0.6983131018339419;0.5245098033372093;0.6919684375033659
47;0.48284313608618346;0.7026398544218025;0.5245098033372093;0.6920945504132439
48;0.5294117647058824;0.6937029934396931;0.5245098033372093;0.6922586490126217
49;0.5049019596155953;0.6950145083315232;0.5245098033372093;0.6930198564248926
0;0.5049019596155953;0.739345979456808;0.47549019490971284;0.7406124145376916
0;0.5036764694195167;0.7494113433594797;0.47549019490971284;0.7756691645173466
1;0.5049019601999545;0.7244586652400447;0.47549019490971284;0.7253944546568627
2;0.4914215680430917;0.7248088051291073;0.47549019490971284;0.7257579179371104
3;0.5073529411764706;0.7194072498994715;0.5245098039215687;0.69344929152844
4;0.5122549007920658;0.7102893859732384;0.5000000005843592;0.7033343139816733
5;0.49264705765481087;0.7264125580881157;0.5245098033372093;0.6974121636035395
6;0.5061274515647515;0.7140094544373307;0.47549019490971284;0.6951144442838781
7;0.5183823529411765;0.7142673426983404;0.5245098033372093;0.693096096609153
8;0.5281862739254447;0.7101565856559604;0.5245098033372093;0.7359050009764877
9;0.4950980392156863;0.7226791510394975;0.5245098033372093;0.7773696663332921
10;0.5000000005843592;0.718314690917146;0.5245098033372093;0.6940057149120405
11;0.4803921568627451;0.7256281890121161;0.5245098033372093;0.7316270669301351
12;0.5036764711725945;0.7146323229752335;0.5245098033372093;0.7844720389328751
13;0.5122549019607843;0.7031203052576851;0.5245098033372093;0.7146003386553597
14;0.4987745092195623;0.7162529159994686;0.5245098033372093;0.7131390770276388
15;0.4975490201922024;0.7190026126655877;0.544117645890105;0.6922299476230845
16;0.5049019619530323;0.7076692522740832;0.47058823412539913;0.6978307529991749
17;0.5012254896117192;0.7053412035399792;0.47058823412539913;0.6945248853926566
18;0.5159313725490197;0.6988632456929076;0.47549019490971284;0.700982832441143
19;0.5171568615763795;0.7106844958137063;0.47549019490971284;0.7166292866071066
20;0.5098039221529868;0.7136416657298219;0.47549019490971284;0.708743787279316
21;0.49754901902348386;0.7104538176573959;0.47549019490971284;0.7133764905088088
22;0.4938725484352486;0.7106809382345162;0.47549019490971284;0.6968845666623583
23;0.5;0.7087706689741097;0.47549019490971284;0.7000689588341058
24;0.49142156862745096;0.7081952363836999;0.47549019490971284;0.6998678457503226
25;0.49387254901960786;0.7089899240755567;0.47549019490971284;0.708878873610029
26;0.4950980392156863;0.706871349437564;0.47549019490971284;0.7911092522097569
27;0.49264705882352944;0.7077312656477386;0.47549019490971284;0.7166653813100329
28;0.4987745098039216;0.7067820418114755;0.47549019490971284;0.7371326579767115
29;0.5;0.7052984296106825;0.47549019490971284;0.7078950370059294
30;0.4889705882352941;0.703973486143;0.47549019490971284;0.7121619956166136
31;0.5036764705882353;0.7074079420052323;0.5245098033372093;0.6913399147052391
32;0.4840686268666211;0.7050908722129523;0.5245098033372093;0.6932079359596851
33;0.5098039209842682;0.6996699162558013;0.509803920399909;0.6932321518075233
34;0.5159313719646603;0.7009608476769691;0.47549019490971284;0.7009683309816847
35;0.5000000005843592;0.6967117470853469;0.47549019490971284;0.7062555446344263
36;0.48651960784313725;0.7040369382091597;0.47549019490971284;0.7319051249354493
37;0.5122549019607843;0.7014969376956716;0.47549019490971284;0.7021474849944022
38;0.5073529417608299;0.7024015924509834;0.47549019490971284;0.7024124556896734
39;0.5232843137254902;0.6949008679857441;0.47549019490971284;0.7087291537546644
0;0.5061274509803921;0.7346420568578383;0.47549019490971284;0.7537775881150189
1;0.5110294117647058;0.7293168341412264;0.5196078419685364;0.69478300038506
2;0.512254901376425;0.7332876581771701;0.4803921568627451;0.6942652732718224
3;0.5232843148942087;0.7123395870713627;0.5245098033372093;0.7013936708955204
4;0.4914215680430917;0.731130626856112;0.5245098033372093;0.6967028554748086
0;0.4644607843137255;0.7366519161299163;0.5245098033372093;0.6913473594422433
1;0.5049019596155953;0.7090284415319854;0.47549019490971284;0.715095296794293
2;0.5159313737177381;0.7042290825469821;0.47549019490971284;0.699294764621585
